time,hs,t02,dp,fp,uwnd,vwnd,longitude,latitude
2020-11-16 02:00:00.000013440,0.45400003,3.1299999,64.0,0.22900002,-4.7000003,-2.0,148.16676,-19.833273
2020-11-16 03:00:00.000000000,0.48000002,2.96,65.0,0.22600001,-5.2000003,-2.7,148.16676,-19.833273
2020-11-16 03:59:59.999986560,0.512,2.8999999,70.0,0.224,-5.7000003,-2.7,148.16676,-19.833273
2020-11-16 05:00:00.000013440,0.544,2.9099998,70.0,0.223,-6.0,-2.5,148.16676,-19.833273
2020-11-16 06:00:00.000000000,0.56600004,2.9299998,70.0,0.22200002,-6.1,-2.1000001,148.16676,-19.833273
2020-11-16 06:59:59.999986560,0.578,2.98,70.0,0.22200002,-5.8,-1.2,148.16676,-19.833273
2020-11-16 08:00:00.000013440,0.58000004,3.04,70.0,0.22100002,-5.5,-0.6,148.16676,-19.833273
2020-11-16 09:00:00.000000000,0.58400005,3.08,70.0,0.21900001,-5.5,0.0,148.16676,-19.833273
2020-11-16 09:59:59.999986560,0.6,3.1,69.0,0.21700001,-5.9,0.5,148.16676,-19.833273
2020-11-16 11:00:00.000013440,0.624,3.11,69.0,0.215,-6.1,0.8,148.16676,-19.833273
2020-11-16 12:00:00.000000000,0.648,3.1299999,69.0,0.215,-6.2000003,0.7,148.16676,-19.833273
2020-11-16 12:59:59.999986560,0.66800004,3.1599998,69.0,0.215,-6.2000003,0.4,148.16676,-19.833273
2020-11-16 14:00:00.000013440,0.67600006,3.21,69.0,0.21400002,-5.8,0.1,148.16676,-19.833273
2020-11-16 15:00:00.000000000,0.67800003,3.26,68.0,0.21300001,-5.4,0.1,148.16676,-19.833273
2020-11-16 15:59:59.999986560,0.67200005,3.33,68.0,0.21100001,-5.0,0.1,148.16676,-19.833273
2020-11-16 17:00:00.000013440,0.66200006,3.3999999,68.0,0.209,-4.6,0.0,148.16676,-19.833273
2020-11-16 18:00:00.000000000,0.652,3.47,68.0,0.208,-4.2000003,-0.1,148.16676,-19.833273
2020-11-16 18:59:59.999986560,0.64000005,3.56,69.0,0.20600002,-3.5,0.90000004,148.16676,-19.833273
2020-11-16 20:00:00.000013440,0.63000005,3.6299999,70.0,0.20400001,-3.3,1.2,148.16676,-19.833273
2020-11-16 21:00:00.000000000,0.62,3.6899998,70.0,0.20300001,-3.1000001,1.4,148.16676,-19.833273
2020-11-16 21:59:59.999986560,0.61200005,3.74,71.0,0.201,-3.3,1.1,148.16676,-19.833273
2020-11-16 23:00:00.000013440,0.606,3.78,71.0,0.2,-3.5,0.7,148.16676,-19.833273
2020-11-17 00:00:00.000000000,0.6,3.81,72.0,0.19800001,-3.7,0.1,148.16676,-19.833273
2020-11-17 00:59:59.999986560,0.59400004,3.83,72.0,0.19700001,-3.9,-0.7,148.16676,-19.833273
2020-11-17 02:00:00.000013440,0.59000003,3.8,73.0,0.19600001,-4.5,-1.1,148.16676,-19.833273
2020-11-17 03:00:00.000000000,0.596,3.6299999,73.0,0.194,-5.1,-1.6,148.16676,-19.833273
2020-11-17 03:59:59.999986560,0.60800004,3.4399998,74.0,0.193,-5.5,-1.7,148.16676,-19.833273
2020-11-17 05:00:00.000013440,0.62,3.36,74.0,0.192,-5.7000003,-1.6,148.16676,-19.833273
2020-11-17 06:00:00.000000000,0.63000005,3.33,74.0,0.19100001,-5.9,-1.5,148.16676,-19.833273
2020-11-17 06:59:59.999986560,0.62600005,3.3799999,75.0,0.18900001,-5.1,-1.3000001,148.16676,-19.833273
2020-11-17 08:00:00.000013440,0.62,3.3999999,75.0,0.18800001,-5.4,-0.6,148.16676,-19.833273
2020-11-17 09:00:00.000000000,0.628,3.34,76.0,0.187,-5.8,0.1,148.16676,-19.833273
2020-11-17 09:59:59.999986560,0.646,3.29,77.0,0.186,-6.1,0.7,148.16676,-19.833273
2020-11-17 11:00:00.000013440,0.67200005,3.26,77.0,0.185,-6.2000003,1.2,148.16676,-19.833273
2020-11-17 12:00:00.000000000,0.698,3.25,77.0,0.186,-6.3,1.5,148.16676,-19.833273
2020-11-17 12:59:59.999986560,0.72,3.27,75.0,0.18900001,-6.2000003,2.0,148.16676,-19.833273
2020-11-17 14:00:00.000013440,0.73200005,3.31,74.0,0.192,-6.0,1.8000001,148.16676,-19.833273
2020-11-17 15:00:00.000000000,0.734,3.36,74.0,0.193,-5.7000003,1.5,148.16676,-19.833273
2020-11-17 15:59:59.999986560,0.73,3.4099998,73.0,0.192,-5.4,1.8000001,148.16676,-19.833273
2020-11-17 17:00:00.000013440,0.72400004,3.46,73.0,0.19100001,-5.1,2.0,148.16676,-19.833273
2020-11-17 18:00:00.000000000,0.72,3.48,73.0,0.19000001,-5.0,2.3,148.16676,-19.833273
2020-11-17 18:59:59.999986560,0.71800005,3.49,74.0,0.18800001,-5.2000003,1.9,148.16676,-19.833273
2020-11-17 20:00:00.000013440,0.72800004,3.47,74.0,0.187,-5.6,2.2,148.16676,-19.833273
2020-11-17 21:00:00.000000000,0.75000006,3.4299998,75.0,0.185,-6.2000003,2.1000001,148.16676,-19.833273
2020-11-17 21:59:59.999986560,0.78800005,3.4099998,75.0,0.185,-6.8,1.5,148.16676,-19.833273
2020-11-17 23:00:00.000013440,0.84000003,3.4099998,75.0,0.185,-7.4,1.0,148.16676,-19.833273
2020-11-18 00:00:00.000000000,0.90200007,3.46,74.0,0.185,-7.7000003,0.6,148.16676,-19.833273
2020-11-18 00:59:59.999986560,0.934,3.56,74.0,0.18300001,-6.8,0.8,148.16676,-19.833273
2020-11-18 02:00:00.000013440,0.966,3.6,74.0,0.18,-7.6,1.1,148.16676,-19.833273
2020-11-18 03:00:00.000000000,1.0300001,3.6,74.0,0.178,-8.6,1.6,148.16676,-19.833273
2020-11-18 03:59:59.999986560,1.11,3.6399999,75.0,0.178,-9.0,2.3,148.16676,-19.833273
2020-11-18 05:00:00.000013440,1.182,3.7099998,76.0,0.178,-9.1,3.0,148.16676,-19.833273
2020-11-18 06:00:00.000000000,1.23,3.78,77.0,0.17600001,-8.900001,3.6000001,148.16676,-19.833273
2020-11-18 06:59:59.999986560,1.2320001,3.86,78.0,0.17,-8.1,3.1000001,148.16676,-19.833273
2020-11-18 08:00:00.000013440,1.22,3.8999999,75.0,0.165,-7.9,3.8,148.16676,-19.833273
2020-11-18 09:00:00.000000000,1.2140001,3.9099998,75.0,0.162,-7.7000003,4.1,148.16676,-19.833273
2020-11-18 09:59:59.999986560,1.2160001,3.9299998,76.0,0.16000001,-7.7000003,4.1,148.16676,-19.833273
2020-11-18 11:00:00.000013440,1.228,3.9499998,76.0,0.15900001,-7.7000003,3.9,148.16676,-19.833273
2020-11-18 12:00:00.000000000,1.2440001,4.0,77.0,0.158,-7.6,3.7,148.16676,-19.833273
2020-11-18 12:59:59.999986560,1.2540001,4.0699997,77.0,0.156,-7.3,3.2,148.16676,-19.833273
2020-11-18 14:00:00.000013440,1.264,4.12,73.0,0.15300001,-7.4,3.1000001,148.16676,-19.833273
2020-11-18 15:00:00.000000000,1.276,4.14,74.0,0.15100001,-7.4,3.0,148.16676,-19.833273
2020-11-18 15:59:59.999986560,1.284,4.15,74.0,0.15,-7.5,3.0,148.16676,-19.833273
2020-11-18 17:00:00.000013440,1.294,4.15,75.0,0.149,-7.6,3.0,148.16676,-19.833273
2020-11-18 18:00:00.000000000,1.304,4.15,75.0,0.149,-7.7000003,3.0,148.16676,-19.833273
2020-11-18 18:59:59.999986560,1.3060001,4.18,76.0,0.148,-7.5,2.8,148.16676,-19.833273
2020-11-18 20:00:00.000013440,1.304,4.19,76.0,0.147,-7.4,3.1000001,148.16676,-19.833273
2020-11-18 21:00:00.000000000,1.3100001,4.16,77.0,0.147,-7.9,3.0,148.16676,-19.833273
2020-11-18 21:59:59.999986560,1.3160001,4.15,77.0,0.147,-8.1,2.8,148.16676,-19.833273
2020-11-18 23:00:00.000013440,1.314,4.13,78.0,0.14600001,-8.1,2.8,148.16676,-19.833273
2020-11-19 00:00:00.000000000,1.3060001,4.12,78.0,0.14600001,-8.0,2.8,148.16676,-19.833273
2020-11-19 00:59:59.999986560,1.2720001,4.16,78.0,0.147,-7.1,1.8000001,148.16676,-19.833273
2020-11-19 02:00:00.000013440,1.23,4.16,78.0,0.147,-7.2000003,0.90000004,148.16676,-19.833273
2020-11-19 03:00:00.000000000,1.218,4.08,78.0,0.147,-8.3,0.3,148.16676,-19.833273
2020-11-19 03:59:59.999986560,1.2540001,3.99,79.0,0.147,-9.1,0.90000004,148.16676,-19.833273
2020-11-19 05:00:00.000013440,1.32,3.9599998,79.0,0.148,-9.8,1.6,148.16676,-19.833273
2020-11-19 06:00:00.000000000,1.3900001,3.99,79.0,0.15100001,-10.1,2.6000001,148.16676,-19.833273
2020-11-19 06:59:59.999986560,1.3820001,4.06,78.0,0.15200001,-8.5,2.7,148.16676,-19.833273
2020-11-19 08:00:00.000013440,1.35,4.0499997,78.0,0.15100001,-8.6,3.6000001,148.16676,-19.833273
2020-11-19 09:00:00.000000000,1.322,4.02,78.0,0.15100001,-8.1,4.4,148.16676,-19.833273
2020-11-19 09:59:59.999986560,1.294,4.0099998,78.0,0.15,-7.8,4.7000003,148.16676,-19.833273
2020-11-19 11:00:00.000013440,1.276,4.0,78.0,0.149,-7.7000003,4.8,148.16676,-19.833273
2020-11-19 12:00:00.000000000,1.2720001,4.0099998,78.0,0.149,-7.7000003,4.6,148.16676,-19.833273
2020-11-19 12:59:59.999986560,1.274,4.0499997,78.0,0.149,-7.5,4.0,148.16676,-19.833273
2020-11-19 14:00:00.000013440,1.284,4.0899997,78.0,0.148,-7.6,3.8,148.16676,-19.833273
2020-11-19 15:00:00.000000000,1.302,4.12,77.0,0.148,-7.8,3.8,148.16676,-19.833273
2020-11-19 15:59:59.999986560,1.3160001,4.14,77.0,0.147,-7.7000003,3.7,148.16676,-19.833273
2020-11-19 17:00:00.000013440,1.3240001,4.16,77.0,0.147,-7.7000003,3.8,148.16676,-19.833273
2020-11-19 18:00:00.000000000,1.332,4.17,77.0,0.14600001,-7.7000003,4.0,148.16676,-19.833273
2020-11-19 18:59:59.999986560,1.3340001,4.18,77.0,0.14600001,-7.8,3.5,148.16676,-19.833273
2020-11-19 20:00:00.000013440,1.3340001,4.19,77.0,0.14500001,-7.7000003,3.7,148.16676,-19.833273
2020-11-19 21:00:00.000000000,1.338,4.18,77.0,0.14400001,-7.9,3.7,148.16676,-19.833273
2020-11-19 21:59:59.999986560,1.342,4.17,77.0,0.14400001,-8.1,3.4,148.16676,-19.833273
2020-11-19 23:00:00.000013440,1.3440001,4.17,77.0,0.143,-8.3,3.1000001,148.16676,-19.833273
2020-11-20 00:00:00.000000000,1.35,4.16,77.0,0.143,-8.5,2.8,148.16676,-19.833273
2020-11-20 00:59:59.999986560,1.368,4.14,77.0,0.143,-9.0,2.6000001,148.16676,-19.833273
2020-11-20 02:00:00.000013440,1.396,4.13,77.0,0.143,-9.3,2.8,148.16676,-19.833273
2020-11-20 03:00:00.000000000,1.4360001,4.14,77.0,0.14400001,-9.7,2.9,148.16676,-19.833273
2020-11-20 03:59:59.999986560,1.478,4.17,77.0,0.14500001,-9.900001,2.9,148.16676,-19.833273
2020-11-20 05:00:00.000013440,1.506,4.2,77.0,0.14500001,-9.8,3.1000001,148.16676,-19.833273
2020-11-20 06:00:00.000000000,1.5100001,4.23,77.0,0.143,-9.5,3.4,148.16676,-19.833273
2020-11-20 06:59:59.999986560,1.4660001,4.29,73.0,0.13900001,-8.2,3.2,148.16676,-19.833273
2020-11-20 08:00:00.000013440,1.4280001,4.2799997,73.0,0.13800001,-8.2,4.1,148.16676,-19.833273
2020-11-20 09:00:00.000000000,1.4080001,4.25,73.0,0.13700001,-8.0,4.7000003,148.16676,-19.833273
2020-11-20 09:59:59.999986560,1.394,4.24,73.0,0.136,-7.8,5.0,148.16676,-19.833273
2020-11-20 11:00:00.000013440,1.388,4.23,73.0,0.136,-7.7000003,5.3,148.16676,-19.833273
2020-11-20 12:00:00.000000000,1.386,4.23,73.0,0.136,-7.5,5.3,148.16676,-19.833273
2020-11-20 12:59:59.999986560,1.3820001,4.27,73.0,0.136,-7.4,4.5,148.16676,-19.833273
2020-11-20 14:00:00.000013440,1.378,4.2999997,73.0,0.136,-7.4,4.5,148.16676,-19.833273
2020-11-20 15:00:00.000000000,1.3800001,4.31,73.0,0.136,-7.5,4.3,148.16676,-19.833273
2020-11-20 15:59:59.999986560,1.3840001,4.3199997,73.0,0.136,-7.7000003,4.0,148.16676,-19.833273
2020-11-20 17:00:00.000013440,1.3900001,4.33,73.0,0.135,-7.8,3.6000001,148.16676,-19.833273
2020-11-20 18:00:00.000000000,1.394,4.33,73.0,0.135,-8.0,3.4,148.16676,-19.833273
2020-11-20 18:59:59.999986560,1.396,4.3399997,73.0,0.135,-7.8,3.3,148.16676,-19.833273
2020-11-20 20:00:00.000013440,1.396,4.35,72.0,0.135,-7.8,3.3,148.16676,-19.833273
2020-11-20 21:00:00.000000000,1.4000001,4.3399997,72.0,0.134,-8.0,3.3,148.16676,-19.833273
2020-11-20 21:59:59.999986560,1.404,4.35,72.0,0.134,-8.0,2.9,148.16676,-19.833273
2020-11-20 23:00:00.000013440,1.404,4.36,72.0,0.133,-8.0,2.5,148.16676,-19.833273
2020-11-21 00:00:00.000000000,1.404,4.37,72.0,0.133,-8.2,2.0,148.16676,-19.833273
2020-11-21 00:59:59.999986560,1.406,4.37,72.0,0.133,-8.3,1.5,148.16676,-19.833273
2020-11-21 02:00:00.000013440,1.4120001,4.35,72.0,0.132,-8.6,1.5,148.16676,-19.833273
2020-11-21 03:00:00.000000000,1.4260001,4.33,72.0,0.13100001,-9.0,1.7,148.16676,-19.833273
2020-11-21 03:59:59.999986560,1.442,4.31,72.0,0.13100001,-9.1,2.0,148.16676,-19.833273
2020-11-21 05:00:00.000013440,1.4580001,4.2999997,71.0,0.13000001,-9.2,2.4,148.16676,-19.833273
2020-11-21 06:00:00.000000000,1.4740001,4.2999997,72.0,0.13000001,-9.2,3.0,148.16676,-19.833273
2020-11-21 06:59:59.999986560,1.46,4.3399997,72.0,0.13000001,-8.3,2.9,148.16676,-19.833273
2020-11-21 08:00:00.000013440,1.4440001,4.3399997,72.0,0.13000001,-8.3,3.7,148.16676,-19.833273
2020-11-21 09:00:00.000000000,1.44,4.33,72.0,0.13000001,-8.2,4.2000003,148.16676,-19.833273
2020-11-21 09:59:59.999986560,1.4380001,4.33,72.0,0.12900001,-8.0,4.5,148.16676,-19.833273
2020-11-21 11:00:00.000013440,1.44,4.3399997,72.0,0.12900001,-7.9,4.7000003,148.16676,-19.833273
2020-11-21 12:00:00.000000000,1.4460001,4.35,72.0,0.13000001,-7.8,4.7000003,148.16676,-19.833273
2020-11-21 12:59:59.999986560,1.452,4.39,72.0,0.13000001,-7.7000003,4.4,148.16676,-19.833273
2020-11-21 14:00:00.000013440,1.4580001,4.43,73.0,0.12900001,-7.6,4.4,148.16676,-19.833273
2020-11-21 15:00:00.000000000,1.46,4.47,73.0,0.12900001,-7.3,4.5,148.16676,-19.833273
2020-11-21 15:59:59.999986560,1.4580001,4.5099998,73.0,0.128,-7.1,4.3,148.16676,-19.833273
2020-11-21 17:00:00.000013440,1.45,4.54,69.0,0.127,-7.0,4.3,148.16676,-19.833273
2020-11-21 18:00:00.000000000,1.44,4.56,70.0,0.126,-7.0,4.1,148.16676,-19.833273
2020-11-21 18:59:59.999986560,1.4260001,4.58,70.0,0.126,-6.8,3.8,148.16676,-19.833273
2020-11-21 20:00:00.000013440,1.414,4.5699997,70.0,0.125,-6.9,3.9,148.16676,-19.833273
2020-11-21 21:00:00.000000000,1.4080001,4.5299997,70.0,0.125,-7.2000003,4.0,148.16676,-19.833273
2020-11-21 21:59:59.999986560,1.4000001,4.5099998,70.0,0.125,-7.3,3.5,148.16676,-19.833273
2020-11-21 23:00:00.000013440,1.3920001,4.49,70.0,0.124000005,-7.5,3.1000001,148.16676,-19.833273
2020-11-22 00:00:00.000000000,1.388,4.46,70.0,0.124000005,-7.9,2.5,148.16676,-19.833273
2020-11-22 00:59:59.999986560,1.378,4.46,70.0,0.124000005,-7.8,1.6,148.16676,-19.833273
2020-11-22 02:00:00.000013440,1.3840001,4.41,70.0,0.124000005,-8.6,0.90000004,148.16676,-19.833273
2020-11-22 03:00:00.000000000,1.414,4.35,70.0,0.123,-9.2,0.7,148.16676,-19.833273
2020-11-22 03:59:59.999986560,1.442,4.33,70.0,0.123,-9.3,0.8,148.16676,-19.833273
2020-11-22 05:00:00.000013440,1.4560001,4.33,70.0,0.123,-9.3,1.1,148.16676,-19.833273
2020-11-22 06:00:00.000000000,1.4640001,4.33,70.0,0.123,-9.2,1.5,148.16676,-19.833273
2020-11-22 06:59:59.999986560,1.4280001,4.39,70.0,0.123,-7.8,1.8000001,148.16676,-19.833273
2020-11-22 08:00:00.000013440,1.386,4.41,70.0,0.123,-7.7000003,2.3,148.16676,-19.833273
2020-11-22 09:00:00.000000000,1.36,4.39,70.0,0.123,-7.7000003,2.8,148.16676,-19.833273
2020-11-22 09:59:59.999986560,1.338,4.37,70.0,0.123,-7.6,2.9,148.16676,-19.833273
2020-11-22 11:00:00.000013440,1.32,4.36,70.0,0.123,-7.5,2.8,148.16676,-19.833273
2020-11-22 12:00:00.000000000,1.304,4.35,69.0,0.123,-7.4,2.6000001,148.16676,-19.833273
2020-11-22 12:59:59.999986560,1.2900001,4.35,69.0,0.123,-7.5,2.1000001,148.16676,-19.833273
2020-11-22 14:00:00.000013440,1.2820001,4.3399997,69.0,0.123,-7.4,1.9,148.16676,-19.833273
2020-11-22 15:00:00.000000000,1.284,4.33,69.0,0.123,-7.5,1.9,148.16676,-19.833273
2020-11-22 15:59:59.999986560,1.294,4.33,69.0,0.123,-7.4,1.8000001,148.16676,-19.833273
2020-11-22 17:00:00.000013440,1.3060001,4.35,69.0,0.124000005,-7.4,1.7,148.16676,-19.833273
2020-11-22 18:00:00.000000000,1.314,4.37,69.0,0.124000005,-7.4,1.6,148.16676,-19.833273
2020-11-22 18:59:59.999986560,1.3160001,4.37,69.0,0.125,-7.3,1.8000001,148.16676,-19.833273
2020-11-22 20:00:00.000013440,1.312,4.37,69.0,0.125,-7.3,2.0,148.16676,-19.833273
2020-11-22 21:00:00.000000000,1.302,4.37,69.0,0.124000005,-7.3,2.0,148.16676,-19.833273
2020-11-22 21:59:59.999986560,1.2880001,4.38,69.0,0.124000005,-7.2000003,1.4,148.16676,-19.833273
2020-11-22 23:00:00.000013440,1.2720001,4.4,69.0,0.124000005,-7.2000003,0.7,148.16676,-19.833273
2020-11-23 00:00:00.000000000,1.2600001,4.4,69.0,0.123,-7.3,-0.1,148.16676,-19.833273
2020-11-23 00:59:59.999986560,1.2440001,4.4,69.0,0.123,-6.9,-1.4,148.16676,-19.833273
2020-11-23 02:00:00.000013440,1.2320001,4.36,69.0,0.12200001,-7.3,-1.8000001,148.16676,-19.833273
2020-11-23 03:00:00.000000000,1.222,4.29,69.0,0.12200001,-7.5,-2.1000001,148.16676,-19.833273
2020-11-23 03:59:59.999986560,1.2060001,4.25,69.0,0.12200001,-7.3,-2.2,148.16676,-19.833273
2020-11-23 05:00:00.000013440,1.1780001,4.23,69.0,0.12100001,-7.1,-2.1000001,148.16676,-19.833273
2020-11-23 06:00:00.000000000,1.1420001,4.24,69.0,0.12100001,-6.7000003,-1.9,148.16676,-19.833273
2020-11-23 06:59:59.999986560,1.088,4.37,69.0,0.12100001,-5.1,-1.0,148.16676,-19.833273
2020-11-23 08:00:00.000013440,1.0380001,4.5,69.0,0.12100001,-4.9,-1.0,148.16676,-19.833273
2020-11-23 09:00:00.000000000,0.998,4.5899997,70.0,0.12100001,-4.7000003,-0.8,148.16676,-19.833273
2020-11-23 09:59:59.999986560,0.966,4.64,70.0,0.12100001,-4.8,-0.8,148.16676,-19.833273
2020-11-23 11:00:00.000013440,0.94200003,4.63,70.0,0.12200001,-5.0,-0.8,148.16676,-19.833273
2020-11-23 12:00:00.000000000,0.92,4.6,70.0,0.12200001,-5.0,-1.0,148.16676,-19.833273
2020-11-23 12:59:59.999986560,0.906,4.54,70.0,0.12200001,-5.1,-0.90000004,148.16676,-19.833273
2020-11-23 14:00:00.000013440,0.892,4.5,71.0,0.123,-4.9,-1.4,148.16676,-19.833273
2020-11-23 15:00:00.000000000,0.878,4.5,71.0,0.123,-4.5,-1.7,148.16676,-19.833273
2020-11-23 15:59:59.999986560,0.864,4.52,71.0,0.124000005,-4.2000003,-1.7,148.16676,-19.833273
2020-11-23 17:00:00.000013440,0.85,4.56,71.0,0.124000005,-3.8,-1.8000001,148.16676,-19.833273
2020-11-23 18:00:00.000000000,0.836,4.61,72.0,0.125,-3.5,-1.9,148.16676,-19.833273
2020-11-23 18:59:59.999986560,0.822,4.66,72.0,0.126,-2.5,-2.0,148.16676,-19.833273
2020-11-23 20:00:00.000013440,0.808,4.71,72.0,0.126,-2.0,-2.0,148.16676,-19.833273
2020-11-23 21:00:00.000000000,0.79200006,4.74,73.0,0.128,-1.6,-2.1000001,148.16676,-19.833273
2020-11-23 21:59:59.999986560,0.776,4.77,74.0,0.12900001,-1.4,-2.5,148.16676,-19.833273
2020-11-23 23:00:00.000013440,0.76000005,4.79,74.0,0.13000001,-1.4,-2.9,148.16676,-19.833273
2020-11-24 00:00:00.000000000,0.744,4.7999997,74.0,0.13100001,-1.6,-3.5,148.16676,-19.833273
2020-11-24 00:59:59.999986560,0.73,4.7999997,75.0,0.13100001,-1.9,-3.3,148.16676,-19.833273
2020-11-24 02:00:00.000013440,0.716,4.71,75.0,0.132,-2.1000001,-4.2000003,148.16676,-19.833273
2020-11-24 03:00:00.000000000,0.71400005,4.29,75.0,0.132,-2.6000001,-5.1,148.16676,-19.833273
2020-11-24 03:59:59.999986560,0.726,3.8899999,75.0,0.132,-3.1000001,-5.5,148.16676,-19.833273
2020-11-24 05:00:00.000013440,0.73800004,3.77,75.0,0.133,-3.5,-5.6,148.16676,-19.833273
2020-11-24 06:00:00.000000000,0.73800004,3.74,76.0,0.133,-3.7,-5.2000003,148.16676,-19.833273
2020-11-24 06:59:59.999986560,0.70600003,3.97,76.0,0.133,-2.3,-3.5,148.16676,-19.833273
2020-11-24 08:00:00.000013440,0.674,4.2,76.0,0.134,-2.7,-3.1000001,148.16676,-19.833273
2020-11-24 09:00:00.000000000,0.652,4.38,76.0,0.134,-2.7,-2.9,148.16676,-19.833273
2020-11-24 09:59:59.999986560,0.63600004,4.52,76.0,0.134,-2.4,-2.8,148.16676,-19.833273
2020-11-24 11:00:00.000013440,0.62200004,4.62,76.0,0.134,-2.2,-2.8,148.16676,-19.833273
2020-11-24 12:00:00.000000000,0.61200005,4.66,76.0,0.135,-1.9,-3.1000001,148.16676,-19.833273
2020-11-24 12:59:59.999986560,0.60400003,4.65,76.0,0.135,-1.8000001,-3.1000001,148.16676,-19.833273
2020-11-24 14:00:00.000013440,0.59800005,4.63,76.0,0.135,-1.4,-3.0,148.16676,-19.833273
2020-11-24 15:00:00.000000000,0.592,4.61,76.0,0.136,-1.0,-2.8,148.16676,-19.833273
2020-11-24 15:59:59.999986560,0.588,4.5899997,76.0,0.136,-0.6,-2.5,148.16676,-19.833273
2020-11-24 17:00:00.000013440,0.58400005,4.5699997,76.0,0.136,-0.2,-2.2,148.16676,-19.833273
2020-11-24 18:00:00.000000000,0.58000004,4.56,76.0,0.136,0.0,-1.7,148.16676,-19.833273
2020-11-24 18:59:59.999986560,0.574,4.56,76.0,0.13700001,0.2,-1.0,148.16676,-19.833273
2020-11-24 20:00:00.000013440,0.56600004,4.58,76.0,0.13700001,-0.4,-0.5,148.16676,-19.833273
2020-11-24 21:00:00.000000000,0.56,4.61,75.0,0.13700001,-1.1,-0.7,148.16676,-19.833273
2020-11-24 21:59:59.999986560,0.55200005,4.64,75.0,0.13700001,-0.8,-1.2,148.16676,-19.833273
2020-11-24 23:00:00.000013440,0.544,4.69,75.0,0.13700001,-0.6,-2.0,148.16676,-19.833273
2020-11-25 00:00:00.000000000,0.53800005,4.74,75.0,0.136,-0.4,-3.1000001,148.16676,-19.833273
2020-11-25 00:59:59.999986560,0.53000003,4.79,74.0,0.132,0.1,-3.6000001,148.16676,-19.833273
2020-11-25 02:00:00.000013440,0.52400005,4.7999997,67.0,0.125,-0.8,-4.1,148.16676,-19.833273
2020-11-25 03:00:00.000000000,0.522,4.5899997,68.0,0.124000005,-2.0,-4.6,148.16676,-19.833273
2020-11-25 03:59:59.999986560,0.53000003,3.98,68.0,0.124000005,-2.8,-5.0,148.16676,-19.833273
2020-11-25 05:00:00.000013440,0.558,3.4299998,68.0,0.124000005,-3.5,-5.2000003,148.16676,-19.833273
2020-11-25 06:00:00.000000000,0.58000004,3.33,68.0,0.124000005,-3.9,-5.0,148.16676,-19.833273
2020-11-25 06:59:59.999986560,0.558,3.61,68.0,0.124000005,-2.2,-3.4,148.16676,-19.833273
2020-11-25 08:00:00.000013440,0.53000003,3.8999999,68.0,0.124000005,-3.6000001,-2.0,148.16676,-19.833273
2020-11-25 09:00:00.000000000,0.514,3.9199998,68.0,0.125,-4.9,-1.0,148.16676,-19.833273
2020-11-25 09:59:59.999986560,0.518,3.56,68.0,0.125,-5.3,-0.8,148.16676,-19.833273
2020-11-25 11:00:00.000013440,0.53800005,3.31,68.0,0.125,-5.5,-0.7,148.16676,-19.833273
2020-11-25 12:00:00.000000000,0.54800004,3.4099998,68.0,0.126,-5.0,-0.6,148.16676,-19.833273
2020-11-25 12:59:59.999986560,0.554,3.49,68.0,0.126,-4.8,-0.2,148.16676,-19.833273
2020-11-25 14:00:00.000013440,0.57000005,3.3999999,68.0,0.127,-5.6,0.0,148.16676,-19.833273
2020-11-25 15:00:00.000000000,0.606,3.26,73.0,0.128,-6.3,0.1,148.16676,-19.833273
2020-11-25 15:59:59.999986560,0.64000005,3.24,73.0,0.12900001,-6.0,0.1,148.16676,-19.833273
2020-11-25 17:00:00.000013440,0.65800005,3.29,73.0,0.13000001,-5.6,-0.1,148.16676,-19.833273
2020-11-25 18:00:00.000000000,0.66200006,3.37,56.0,0.24300002,-4.8,-0.2,148.16676,-19.833273
2020-11-25 18:59:59.999986560,0.656,3.48,57.0,0.23500001,-4.2000003,0.3,148.16676,-19.833273
2020-11-25 20:00:00.000013440,0.64400005,3.59,59.0,0.231,-3.3,0.5,148.16676,-19.833273
2020-11-25 21:00:00.000000000,0.632,3.6699998,60.0,0.22900002,-3.3,0.5,148.16676,-19.833273
2020-11-25 21:59:59.999986560,0.61800003,3.6999998,62.0,0.22700001,-4.1,0.1,148.16676,-19.833273
2020-11-25 23:00:00.000013440,0.61200005,3.61,63.0,0.22500001,-5.0,-0.4,148.16676,-19.833273
2020-11-26 00:00:00.000000000,0.62,3.3899999,66.0,0.22200002,-5.8,-0.90000004,148.16676,-19.833273
2020-11-26 00:59:59.999986560,0.642,3.27,67.0,0.22100002,-6.4,-0.1,148.16676,-19.833273
2020-11-26 02:00:00.000013440,0.67,3.1999998,68.0,0.22200002,-6.9,-0.1,148.16676,-19.833273
2020-11-26 03:00:00.000000000,0.69000006,3.1999998,67.0,0.22700001,-6.8,0.1,148.16676,-19.833273
2020-11-26 03:59:59.999986560,0.70000005,3.22,68.0,0.22500001,-6.6,0.0,148.16676,-19.833273
2020-11-26 05:00:00.000013440,0.70400006,3.25,70.0,0.21700001,-6.5,-0.1,148.16676,-19.833273
2020-11-26 06:00:00.000000000,0.70600003,3.3,70.0,0.20700002,-6.3,0.0,148.16676,-19.833273
2020-11-26 06:59:59.999986560,0.702,3.3999999,73.0,0.19500001,-5.5,-0.2,148.16676,-19.833273
2020-11-26 08:00:00.000013440,0.70000005,3.48,73.0,0.186,-5.6,0.3,148.16676,-19.833273
